time,DAYTOTAL_DG01LW01,DAYTOTAL_DG01LW02,DAYTOTAL_DG01LW03,DAYTOTAL_DG01LW05,DAYTOTAL_DG01LW06,DAYTOTAL_DG01LW07,DAYTOTAL_DG01LW08,DAYTOTAL_DG01LW09,DAYTOTAL_DG01LW10,DAYTOTAL_DG01LW11,DAYTOTAL_DG02LW01,DAYTOTAL_DG02LW02,DAYTOTAL_DG02LW03,DAYTOTAL_DG02LW05,DAYTOTAL_DG02LW06,DAYTOTAL_DG02LW07,DAYTOTAL_DG02LW08,DAYTOTAL_DG02LW09,DAYTOTAL_DG02LW10,DAYTOTAL_DG02LW11,PU01FT01,DG02PT01,DG02PT02,DG02TT01,DG02LT01,DG01PT02,DG01TT01,DG01PT01,DG01LT01,AD01TT02,AD01LT01,AD01LT02,AD01TT01,AD01PT01,DA01FT03,DG01M01_RIGHT,DG01M01_LEFT,DG02M01_RIGHT,DG02M01_LEFT,AD01M01_RIGHT,AD01M02_RIGHT,AD01M03_RIGHT,Biogas H2S voor koolfilters,Biogas H2S tussen koolfilters,Biogas CH4,Biogas H2S na koolfilters,Biogas O2,Biogas CO2,Biomethaan CH4,Biomethaan N2,Biomethaan O2,Biomethaan CO2,Biomethaan flow,LW01TT01,LW01LT01,LW02TT01,LW02LT01,LW03TT01,LW03LT01,LW05LT01,LW05TT01,LW06LT01,LW06TT01,LW07LT01,LW07TT01,LW08LT01,LW08TT01,LW09LT01,LW09TT01,LW10LT01,LW10TT01,LW11LT01,LW11TT01
2021-11-23 07:02:00,,,,,,,,,,,,,,,,,,,,,0.01,8.12,3.8,41.36,95.63,3.34,43.01,3.29,87.99,53.02,39.47,77.05,52.92,5.46,12.07,True,False,True,False,True,True,True,,,,,,,89.24,2.23,0.26,8.28,1125.81,16.06,46.1,36.55,41.67,17.93,19.69,43.19,26.13,42.26,19.04,47.72,23.72,55.91,36.92,58.63,20.49,27.49,20.57,26.36,43.95
2021-11-23 07:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7828.1,7828.1,6526.59,6523.42,6523.42,6523.42,2826.22,4784.25,6523.42,1087.22,0.01,8.61,3.8,41.36,95.67,3.53,43.03,3.45,88.04,53.03,38.37,77.09,52.94,5.62,0.27,True,False,True,False,True,True,True,0.0,0.0,67.35,0.0,0.23,31.84,89.1,2.24,0.27,8.4,1090.73,16.03,46.1,36.59,40.56,17.9,19.71,43.15,26.19,42.32,19.0,47.76,23.7,55.97,36.89,58.63,20.46,27.23,20.54,26.28,43.95
2021-11-23 07:12:00,,,,,,,,,,,,,,,,,,,,,0.01,8.81,3.8,41.36,95.76,3.61,43.04,3.55,87.99,53.03,38.0,77.13,52.95,5.69,0.0,False,False,True,False,True,True,True,,,,,,,89.01,2.25,0.27,8.47,1059.85,16.03,46.1,36.62,40.54,17.77,18.59,43.19,26.2,42.32,19.01,47.53,23.7,56.05,36.88,58.63,20.52,27.45,20.53,26.32,43.94
2021-11-23 07:17:00,,,,,,,,,,,,,,,,,,,,,0.01,9.54,3.8,41.41,95.77,3.95,43.03,3.87,88.07,53.03,39.14,77.09,52.99,6.02,0.0,True,False,True,False,True,True,True,,,,,,,88.93,2.26,0.27,8.54,1027.56,16.06,46.13,36.69,40.58,17.98,18.65,42.02,26.14,42.28,19.07,47.65,23.7,55.95,36.89,58.61,20.52,27.47,20.54,26.26,43.94
2021-11-23 07:22:00,,,,,,,,,,,,,,,,,,,,,0.01,8.52,3.8,41.39,95.72,3.71,43.01,3.65,88.04,53.03,40.41,77.0,52.97,5.83,1.26,True,False,True,False,True,True,True,,,67.29,0.0,0.23,31.93,88.97,2.27,0.27,8.49,992.97,16.03,46.13,36.68,40.52,17.98,18.65,42.04,26.1,41.1,19.02,47.76,23.68,56.05,36.91,58.61,20.52,27.37,20.54,26.28,43.95
2021-11-23 07:27:00,,,,,,,,,,,,,,,,,,,,,0.01,8.77,3.8,41.38,95.77,3.73,43.03,3.67,88.06,53.03,40.64,77.09,52.97,5.86,5.94,True,False,True,False,True,True,True,,,,,,,89.07,2.27,0.26,8.4,961.69,16.04,46.13,36.76,40.54,18.0,18.65,42.06,26.13,41.18,19.04,46.52,23.7,56.09,36.89,58.63,20.52,27.41,20.54,26.28,43.94
2021-11-23 07:32:00,,,,,,,,,,,,,,,,,,,,,0.01,8.83,3.8,41.41,95.8,3.75,43.01,3.67,88.09,53.05,41.3,77.18,52.98,5.86,18.47,True,False,True,False,True,True,True,,,,,,,89.15,2.26,0.26,8.34,973.46,16.06,46.15,36.73,40.58,17.88,18.65,42.06,26.11,41.12,19.04,46.48,23.68,55.48,36.89,58.28,20.46,27.45,20.5,26.18,43.95
2021-11-23 07:37:00,,,,,,,,,,,,,,,,,,,,,0.01,9.33,3.8,41.36,95.86,3.85,43.04,3.81,88.07,53.08,42.13,77.13,52.97,5.95,0.0,True,False,True,False,True,True,True,,,67.22,0.0,0.23,31.93,89.07,2.32,0.26,8.35,1003.3,16.03,46.15,36.79,40.56,17.84,18.67,42.06,26.17,41.12,19.02,46.48,23.7,55.56,36.92,57.51,20.44,28.94,20.57,26.26,43.94
2021-11-23 07:42:00,,,,,,,,,,,,,,,,,,,,,0.01,9.39,3.8,41.36,95.86,3.8,43.06,3.72,88.07,53.06,42.89,77.18,52.98,5.87,0.5,True,False,True,False,True,True,True,,,,,,,89.01,2.36,0.26,8.37,1033.83,16.02,46.15,36.86,40.54,17.94,18.67,42.06,26.19,41.21,19.01,46.62,23.7,55.56,36.94,57.53,20.43,36.7,21.85,26.03,43.95
2021-11-23 07:47:00,,,,,,,,,,,,,,,,,,,,,0.01,8.86,3.8,41.36,95.83,3.64,43.01,3.57,88.06,53.08,43.66,77.09,53.01,5.73,7.68,True,False,True,False,True,True,True,,,,,,,89.23,2.35,0.26,8.16,1065.31,16.0,46.17,36.91,40.58,17.88,18.67,42.08,26.16,41.2,19.01,46.44,23.68,55.4,36.94,57.53,20.43,43.37,22.42,25.97,43.95
2021-11-23 07:52:00,,,,,,,,,,,,,,,,,,,,,0.01,8.28,3.8,41.39,95.81,3.35,43.06,3.3,88.06,53.06,42.93,76.96,52.98,5.48,1.08,True,False,True,False,True,True,True,,,67.24,0.0,0.23,31.93,89.26,2.33,0.27,8.15,1098.79,16.04,46.17,36.92,40.54,17.84,18.65,42.08,26.16,41.12,18.97,46.46,23.68,55.58,36.94,57.53,20.4,44.06,22.53,26.1,43.95
2021-11-23 07:57:00,,,,,,,,,,,,,,,,,,,,,0.01,8.33,3.8,41.39,95.81,3.33,43.06,3.3,88.04,53.09,41.23,77.09,53.02,5.5,4.22,True,False,False,False,True,True,True,,,,,,,89.2,2.26,0.26,8.27,1121.07,16.03,46.17,36.94,40.56,17.88,18.67,42.1,26.14,41.2,19.02,46.58,23.7,55.56,36.94,57.53,20.41,43.96,22.54,26.1,43.95
2021-11-23 08:02:00,,,,,,,,,,,,,,,,,,,,,23.74,8.3,3.8,41.33,95.86,3.41,43.04,3.35,88.06,53.06,40.11,77.18,53.04,5.57,0.01,True,False,True,False,True,True,True,,,,,,,89.24,2.23,0.26,8.27,1096.13,16.02,45.19,36.98,40.56,17.88,18.67,42.1,26.19,41.21,19.04,46.58,23.7,55.56,36.95,57.53,20.43,44.0,22.54,25.89,43.94
2021-11-23 08:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9132.79,8489.4,7828.1,7828.1,7828.1,7828.1,3391.47,5741.1,7828.1,1304.66,0.01,8.61,3.8,41.33,95.9,3.54,43.03,3.47,88.06,53.06,39.24,77.05,53.05,5.66,0.97,True,False,True,False,True,True,True,0.0,0.0,67.23,0.0,0.23,31.94,89.3,2.24,0.27,8.19,1064.45,16.0,44.84,37.04,40.01,17.94,18.67,42.08,26.19,41.12,19.04,46.4,23.7,55.48,36.95,57.53,20.44,44.13,22.54,26.1,43.94
2021-11-23 08:12:00,,,,,,,,,,,,,,,,,,,,,0.01,8.98,3.8,41.35,95.95,3.74,43.01,3.66,88.02,53.11,39.27,77.09,53.04,5.84,1.53,False,False,True,False,True,True,True,,,,,,,89.18,2.28,0.27,8.27,1031.38,16.02,44.86,37.11,39.46,17.94,18.19,42.08,26.19,41.16,19.0,46.58,23.66,55.54,36.96,57.53,20.44,43.96,22.54,26.01,43.95
2021-11-23 08:17:00,,,,,,,,,,,,,,,,,,,,,0.01,9.5,3.8,41.33,95.99,3.96,43.06,3.89,88.12,53.08,40.46,77.18,53.02,6.07,0.01,True,False,True,False,True,True,True,,,,,,,89.2,2.29,0.27,8.25,997.88,16.03,44.88,37.12,39.46,17.95,17.56,41.55,26.14,41.2,19.01,46.36,23.66,55.48,36.96,57.51,20.44,44.04,22.54,26.12,43.95
2021-11-23 08:22:00,,,,,,,,,,,,,,,,,,,,,22.75,8.78,3.8,41.35,95.95,3.71,43.03,3.65,88.11,53.12,41.36,77.05,53.02,5.82,0.85,True,False,True,False,True,True,True,,,67.16,0.0,0.23,32.03,89.2,2.3,0.27,8.24,989.1,15.99,44.88,37.15,39.48,17.97,17.6,40.94,26.16,40.72,19.0,46.48,23.66,55.4,36.98,57.51,20.44,44.13,22.53,26.08,43.95
2021-11-23 08:27:00,,,,,,,,,,,,,,,,,,,,,0.01,8.33,3.8,41.35,95.99,3.5,43.01,3.44,88.07,53.15,41.24,77.05,53.02,5.68,0.0,True,False,True,False,True,True,True,,,,,,,89.17,2.3,0.26,8.27,1015.24,15.99,44.9,37.17,39.46,17.95,17.54,40.96,26.17,40.03,18.98,45.99,23.66,55.54,36.98,57.51,20.4,43.9,22.54,25.89,43.95
2021-11-23 08:32:00,,,,,,,,,,,,,,,,,,,,,0.01,8.98,3.8,41.35,96.05,3.74,43.03,3.66,88.09,53.12,41.1,77.0,53.02,5.88,0.0,True,False,True,False,True,True,True,,,,,,,89.07,2.3,0.26,8.36,1008.47,16.03,44.9,37.2,39.46,17.93,17.56,40.96,26.19,40.03,19.01,45.4,23.66,55.2,36.98,57.51,20.44,44.09,22.54,25.97,43.94
2021-11-23 08:37:00,,,,,,,,,,,,,,,,,,,,,0.01,8.8,3.8,41.3,96.08,3.65,43.03,3.58,88.11,53.09,41.39,77.09,53.08,5.82,1.15,True,False,True,False,True,True,True,,,67.08,0.0,0.23,32.04,89.25,2.32,0.26,8.17,1007.49,16.04,44.9,37.25,39.48,17.94,17.56,40.94,26.16,40.01,18.98,45.34,23.66,55.02,36.99,56.44,20.36,43.94,22.54,26.1,43.95
2021-11-23 08:42:00,,,,,,,,,,,,,,,,,,,,,0.01,10.05,3.8,41.35,96.2,3.98,43.03,3.94,88.12,53.11,42.1,77.09,53.04,6.09,0.0,True,False,True,False,True,True,True,,,,,,,89.17,2.35,0.27,8.22,1015.2,16.0,45.02,37.25,39.42,17.94,17.58,40.96,26.16,40.05,18.98,45.48,23.66,55.0,37.02,56.46,20.36,42.99,22.53,25.99,43.95
2021-11-23 08:47:00,,,,,,,,,,,,,,,,,,,,,0.01,9.81,3.8,41.3,96.2,3.96,43.06,3.89,88.12,53.08,43.74,77.18,53.05,6.1,11.12,True,False,True,False,True,True,True,,,,,,,89.09,2.35,0.27,8.29,1041.79,16.68,54.02,37.33,39.48,17.91,17.58,40.98,26.14,40.01,18.95,45.36,23.63,55.06,36.99,56.44,20.36,43.03,22.51,25.89,43.91
2021-11-23 08:52:00,,,,,,,,,,,,,,,,,,,,,0.01,9.11,3.8,41.3,96.18,3.66,43.03,3.61,88.14,53.15,44.69,76.96,53.07,5.89,1.96,True,False,True,False,True,True,True,,,67.05,0.0,0.23,32.04,89.03,2.36,0.27,8.34,1071.94,16.81,62.47,37.38,39.48,17.91,17.58,40.96,26.13,40.01,18.98,45.36,23.63,54.96,37.01,56.44,20.34,43.03,22.53,25.91,43.94
2021-11-23 08:57:00,,,,,,,,,,,,,,,,,,,,,0.01,8.87,3.8,41.35,96.16,3.53,43.03,3.5,88.12,53.15,44.47,77.0,53.05,5.76,0.01,True,False,True,False,True,True,True,,,,,,,89.34,2.32,0.27,8.07,1106.66,17.06,70.7,37.38,39.46,17.93,17.58,41.0,26.19,40.01,18.97,45.5,23.63,54.98,37.02,56.44,20.37,43.07,22.53,25.93,43.91
2021-11-23 09:02:00,,,,,,,,,,,,,,,,,,,,,0.01,7.08,3.8,41.32,95.73,3.67,43.0,3.64,88.49,53.16,43.82,77.13,53.07,5.8,1.53,True,False,True,False,True,True,True,,,,,,,89.29,2.29,0.26,8.16,1138.32,17.12,73.7,37.46,39.44,17.9,17.56,40.98,26.17,40.03,18.95,45.32,23.63,55.04,37.01,56.44,20.36,42.99,22.47,25.97,43.92
2021-11-23 09:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9228.32,9132.79,9132.79,9132.79,9132.79,9132.79,3956.71,6697.95,9132.79,1522.1,0.01,8.57,3.8,41.32,95.09,3.36,43.03,3.32,89.6,53.12,42.9,77.05,53.08,5.56,1.28,True,False,True,False,True,True,True,0.0,0.0,67.04,0.0,0.23,32.15,89.15,2.26,0.27,8.32,1166.9,17.13,73.66,37.44,39.48,17.93,17.4,41.0,26.2,45.53,19.34,45.48,23.63,54.94,37.02,56.44,20.34,42.99,22.5,25.87,43.91
2021-11-23 09:12:00,,,,,,,,,,,,,,,,,,,,,0.01,8.7,3.8,41.35,95.14,3.41,43.0,3.4,89.63,53.15,41.64,77.09,53.1,5.6,1.56,True,False,True,False,True,True,True,,,,,,,89.24,2.27,0.27,8.22,1156.37,17.14,72.41,37.44,39.46,17.84,17.46,40.98,26.17,53.72,19.66,45.52,23.63,55.02,37.05,56.46,20.36,43.07,22.54,25.93,43.92
2021-11-23 09:17:00,,,,,,,,,,,,,,,,,,,,,0.01,8.73,3.8,41.32,95.19,3.45,42.98,3.43,89.63,53.18,40.87,77.05,53.1,5.66,1.19,True,False,True,False,True,True,True,,,,,,,89.33,2.22,0.27,8.18,1130.22,17.19,72.44,37.53,38.37,17.85,17.48,40.98,26.2,61.28,19.86,45.38,23.63,55.06,37.04,56.44,20.36,43.03,22.54,25.95,43.89
2021-11-23 09:22:00,,,,,,,,,,,,,,,,,,,,,0.01,9.65,3.8,41.32,95.26,3.84,43.0,3.8,89.68,53.18,40.87,77.13,53.12,6.02,1.57,True,False,True,False,True,True,True,,,66.94,1.42,0.23,32.25,89.22,2.23,0.27,8.29,1092.84,17.14,72.46,37.53,38.37,17.8,16.44,41.0,26.17,65.66,19.94,45.4,23.63,55.08,37.05,56.42,20.36,42.97,22.53,25.77,43.91
2021-11-23 09:27:00,,,,,,,,,,,,,,,,,,,,,0.01,9.19,3.8,41.35,95.23,3.71,42.97,3.64,89.66,53.21,41.84,77.09,53.1,5.9,0.0,True,False,True,False,True,True,True,,,,,,,88.97,2.25,0.27,8.51,1062.14,17.14,72.46,37.6,38.39,17.81,16.46,39.81,26.16,65.62,19.91,45.5,23.63,55.04,37.07,56.42,20.36,43.09,22.51,25.93,43.91
2021-11-23 09:32:00,,,,,,,,,,,,,,,,,,,,,0.01,8.52,3.8,41.36,95.21,3.54,43.03,3.46,89.63,53.19,41.51,77.09,53.14,5.73,0.0,False,False,True,False,True,True,True,,,,,,,89.06,2.26,0.26,8.42,1066.37,17.14,72.46,37.62,38.35,17.81,16.44,39.83,26.16,64.57,19.86,45.28,23.63,55.12,37.04,56.46,20.36,42.95,22.51,25.81,43.91
2021-11-23 09:37:00,,,,,,,,,,,,,,,,,,,,,0.01,8.24,3.8,41.33,95.24,3.43,42.98,3.38,89.63,53.22,40.96,77.0,53.12,5.68,0.0,True,False,True,False,True,True,True,,,66.81,1.42,0.23,32.36,89.12,2.24,0.26,8.37,1062.5,17.14,72.48,37.62,38.37,17.82,16.46,39.77,26.16,64.49,19.89,44.37,23.58,55.04,37.07,56.4,20.36,43.05,22.5,25.93,43.92
2021-11-23 09:42:00,,,,,,,,,,,,,,,,,,,,,0.01,8.45,3.8,41.35,95.3,3.55,43.01,3.5,89.63,53.22,40.26,77.05,53.11,5.82,0.0,True,False,True,False,True,True,True,,,,,,,89.04,2.29,0.26,8.41,1036.37,17.14,72.5,37.63,38.41,17.84,16.48,39.83,26.19,64.45,19.84,44.37,23.58,54.55,37.08,56.19,20.28,43.09,22.54,25.93,43.91
2021-11-23 09:47:00,,,,,,,,,,,,,,,,,,,,,0.01,9.1,3.8,41.32,95.35,3.82,43.03,3.77,89.68,53.24,40.64,77.09,53.11,6.07,0.0,True,False,True,False,True,True,True,,,,,,,89.18,2.31,0.26,8.25,1004.45,17.16,72.5,37.69,38.39,17.87,16.48,39.83,26.22,64.49,19.86,44.17,23.58,54.57,37.09,55.36,20.3,42.64,22.5,25.87,43.92
2021-11-23 09:52:00,,,,,,,,,,,,,,,,,,,,,0.01,10.13,3.8,41.33,95.41,4.17,43.01,4.14,89.73,53.21,41.93,77.18,53.14,6.38,0.82,True,False,True,False,True,True,True,,,66.71,0.0,0.23,32.38,89.07,2.34,0.27,8.33,996.24,17.19,72.5,37.73,38.39,17.84,16.48,39.85,26.26,64.47,19.85,44.39,23.58,54.67,37.11,55.4,20.27,41.85,22.48,25.79,43.92
2021-11-23 09:57:00,,,,,,,,,,,,,,,,,,,,,23.06,9.07,3.8,41.33,95.35,3.8,42.98,3.78,89.71,53.22,43.36,77.18,53.12,6.1,0.0,True,False,True,False,True,True,True,,,,,,,89.02,2.34,0.27,8.38,1012.88,17.22,72.5,37.77,38.41,17.82,16.48,39.85,26.23,64.47,19.82,44.17,23.58,54.63,37.11,55.4,20.28,41.89,22.47,25.79,43.91
2021-11-23 10:02:00,,,,,,,,,,,,,,,,,,,,,0.01,8.63,3.8,41.3,95.34,3.55,43.03,3.52,89.68,53.25,43.46,77.18,53.15,5.86,0.0,True,False,True,False,True,True,True,,,,,,,89.07,2.36,0.26,8.31,1045.87,17.19,72.52,37.82,38.37,17.81,16.5,39.87,26.26,64.51,19.82,44.35,23.58,54.61,37.12,55.4,20.25,41.96,22.47,25.79,43.91
2021-11-23 10:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11228.08,10437.47,10437.47,10437.47,10437.47,10437.47,4521.96,7654.81,10437.47,1739.55,0.01,8.5,3.8,41.32,95.34,3.41,43.03,3.44,89.63,53.24,42.7,77.05,53.21,5.75,0.0,True,False,True,False,True,True,True,0.0,0.0,66.71,0.0,0.23,32.38,89.3,2.35,0.26,8.08,1074.45,17.22,74.04,37.83,38.39,17.81,16.5,39.87,26.27,64.47,19.84,44.43,23.58,54.75,37.12,55.38,20.25,41.94,22.47,25.61,43.91
2021-11-23 10:12:00,,,,,,,,,,,,,,,,,,,,,0.01,8.35,3.8,41.32,95.37,3.44,43.01,3.48,89.65,53.24,41.47,77.09,53.2,5.83,0.0,True,False,True,False,True,True,True,,,,,,,89.12,2.34,0.27,8.27,1095.96,17.04,80.55,37.83,37.92,17.8,16.48,39.85,26.26,64.55,19.81,44.33,23.54,54.69,37.12,55.4,20.25,41.89,22.5,25.79,43.91
2021-11-23 10:17:00,,,,,,,,,,,,,,,,,,,,,0.01,9.39,3.8,41.36,95.48,3.81,43.01,3.86,89.68,53.26,41.17,77.13,53.21,6.2,0.0,True,False,True,False,True,True,True,,,,,,,89.3,2.33,0.27,8.1,1069.86,19.39,87.05,37.89,37.33,17.8,16.1,39.87,26.32,64.51,19.78,44.27,23.54,55.02,37.14,55.38,20.25,41.96,22.5,25.79,43.92
2021-11-23 10:22:00,,,,,,,,,,,,,,,,,,,,,0.01,9.06,3.8,41.32,95.45,3.72,43.01,3.73,89.68,53.24,41.66,77.18,53.15,6.13,0.0,True,False,True,False,True,True,True,,,66.76,1.42,0.23,32.37,89.14,2.29,0.27,8.3,1040.3,19.4,90.98,37.76,38.65,17.61,15.39,39.42,26.26,64.47,19.82,44.45,23.54,55.02,37.15,55.38,20.27,41.87,22.48,28.27,42.69
2021-11-23 10:27:00,,,,,,,,,,,,,,,,,,,,,0.01,8.59,3.8,41.3,95.45,3.49,43.03,3.51,89.66,53.24,41.41,77.13,53.21,5.97,0.0,True,False,True,False,True,True,True,,,,,,,89.07,2.3,0.27,8.36,1048.64,19.44,90.96,35.1,44.33,17.51,15.41,38.73,26.29,64.08,19.81,44.27,23.54,54.89,37.15,55.4,20.28,42.02,22.47,38.06,33.33
2021-11-23 10:32:00,,,,,,,,,,,,,,,,,,,,,0.01,8.39,3.8,41.32,95.45,3.48,43.01,3.5,89.63,53.25,40.9,77.18,53.2,5.98,0.0,False,False,True,False,True,True,True,,,,,,,89.01,2.29,0.27,8.42,1055.77,19.47,90.94,34.58,45.12,17.52,15.39,38.71,26.29,63.25,19.79,44.11,23.54,54.89,37.17,55.4,20.28,41.96,22.48,44.29,29.12
2021-11-23 10:37:00,,,,,,,,,,,,,,,,,,,,,0.01,8.58,3.8,41.29,95.51,3.55,43.03,3.6,89.68,53.24,40.46,77.13,53.2,6.11,0.0,True,False,True,False,True,True,True,,,66.78,1.42,0.23,32.37,89.3,2.32,0.26,8.12,1027.39,19.49,90.94,34.72,45.34,17.55,15.39,38.75,26.3,63.27,19.78,43.33,23.54,54.67,37.17,55.4,20.25,41.85,22.47,47.31,26.78
2021-11-23 10:42:00,,,,,,,,,,,,,,,,,,,,,0.01,9.06,3.8,41.32,95.59,3.72,43.01,3.78,89.73,53.28,40.53,77.18,53.2,6.24,0.0,True,False,True,False,True,True,True,,,,,,,89.13,2.31,0.27,8.3,994.66,19.52,90.94,34.75,45.36,17.56,15.39,38.77,26.32,63.35,19.78,43.37,23.54,54.29,37.18,54.35,20.21,41.89,22.48,47.49,28.02
2021-11-23 10:47:00,,,,,,,,,,,,,,,,,,,,,0.01,9.4,3.8,41.32,95.62,3.82,43.01,3.89,89.7,53.29,41.37,77.18,53.2,6.32,0.0,True,False,True,False,True,True,True,,,,,,,88.98,2.32,0.27,8.43,988.13,19.46,90.94,34.84,45.34,16.71,22.45,38.73,26.33,63.31,19.78,43.37,23.54,54.31,37.21,54.33,20.2,40.88,22.48,47.57,28.1
2021-11-23 10:52:00,,,,,,,,,,,,,,,,,,,,,0.01,9.95,3.8,41.28,95.66,4.05,43.03,4.14,89.75,53.28,43.29,77.31,53.2,6.54,0.0,True,False,True,False,True,True,True,,,66.78,1.42,0.24,32.34,88.97,2.35,0.27,8.4,1006.97,19.49,90.94,34.85,45.36,16.77,31.29,38.75,26.29,63.37,19.78,43.21,23.54,54.33,37.2,54.31,20.21,40.82,22.47,47.23,28.17
2021-11-23 10:57:00,,,,,,,,,,,,,,,,,,,,,0.01,9.44,3.8,41.35,95.63,3.79,43.01,3.89,89.7,53.29,44.5,77.26,53.23,6.35,0.0,True,False,True,False,True,True,True,,,,,,,89.15,2.37,0.27,8.2,1036.4,19.52,90.94,34.85,45.36,16.83,35.57,38.77,26.3,63.35,19.78,43.23,23.54,54.21,37.21,54.33,20.21,40.84,22.48,47.39,28.21
2021-11-23 11:02:00,,,,,,,,,,,,,,,,,,,,,0.01,8.96,3.8,41.29,95.6,3.58,43.03,3.64,89.68,53.28,44.8,77.18,53.24,6.15,0.0,True,False,True,False,True,True,True,,,,,,,89.2,2.35,0.27,8.19,1065.41,19.52,90.94,34.92,45.32,16.8,36.09,38.73,26.29,63.29,19.78,43.35,23.54,57.45,38.47,54.35,20.23,40.86,22.48,47.35,28.24
2021-11-23 11:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11742.16,11742.16,11742.16,11742.16,11742.16,11742.16,5087.2,8611.66,11742.16,1956.99,0.01,8.8,3.8,41.29,95.56,3.52,43.01,3.58,89.66,53.29,44.17,77.26,53.23,6.12,0.0,True,False,True,False,True,True,True,0.0,0.0,66.81,1.42,0.23,32.33,89.12,2.33,0.27,8.28,1098.72,19.52,90.87,34.94,45.36,16.8,36.4,38.77,26.3,63.35,19.78,43.17,23.54,62.22,41.44,54.35,20.2,40.8,22.47,47.27,28.3
2021-11-23 11:12:00,,,,,,,,,,,,,,,,,,,,,0.01,8.48,3.8,41.33,95.6,3.34,43.01,3.4,89.68,53.32,43.13,76.96,53.26,5.98,0.0,True,False,True,False,True,False,True,,,,,,,89.34,2.31,0.27,8.09,1131.82,19.52,89.36,35.01,45.34,16.77,36.38,39.89,26.29,63.35,19.79,43.19,23.51,66.66,43.26,54.35,20.23,40.74,22.48,47.13,28.34
2021-11-23 11:17:00,,,,,,,,,,,,,,,,,,,,,0.01,8.62,3.8,41.32,95.63,3.43,43.01,3.5,89.71,53.32,41.89,76.96,53.21,6.05,0.01,True,False,True,False,True,True,True,,,,,,,89.32,2.29,0.27,8.12,1139.27,19.52,89.4,35.05,44.27,16.83,36.42,51.04,26.35,63.33,19.78,43.37,23.51,70.51,44.05,54.33,20.23,40.86,22.47,47.35,28.37
2021-11-23 11:22:00,,,,,,,,,,,,,,,,,,,,,0.01,9.39,3.8,41.33,95.72,3.6,43.03,3.65,89.71,53.32,41.26,76.96,53.27,6.19,0.0,True,False,True,False,True,True,True,,,66.8,1.42,0.23,32.36,89.21,2.2,0.27,8.32,1111.9,19.55,89.43,35.07,44.27,16.84,35.32,56.48,26.36,63.25,19.78,43.21,23.51,71.57,44.17,54.33,20.21,40.72,22.47,47.39,28.39
2021-11-23 11:27:00,,,,,,,,,,,,,,,,,,,,,0.01,8.75,3.8,41.32,95.69,3.48,43.01,3.53,89.68,53.34,41.53,76.96,53.28,6.12,0.01,True,False,True,False,True,True,True,,,,,,,89.07,2.24,0.27,8.42,1081.79,19.5,89.45,35.13,44.29,16.85,35.3,55.52,26.33,63.35,19.81,43.29,23.51,71.63,43.52,54.33,20.2,40.8,22.48,47.39,28.46
2021-11-23 11:32:00,,,,,,,,,,,,,,,,,,,,,0.01,9.02,3.8,41.33,95.72,3.65,43.01,3.69,89.65,53.32,41.21,76.83,53.26,6.17,0.0,False,False,True,False,True,True,True,,,,,,,89.17,2.27,0.27,8.29,1065.82,19.53,89.45,35.13,44.27,16.84,35.32,55.48,26.32,62.3,19.78,43.35,23.51,71.57,43.06,54.33,20.21,40.84,22.48,47.35,28.44
2021-11-23 11:37:00,,,,,,,,,,,,,,,,,,,,,0.01,8.82,3.8,41.33,95.74,3.63,43.01,3.65,89.73,53.34,41.14,76.83,53.27,6.06,4.37,True,False,True,False,True,True,True,,,66.72,1.42,0.23,32.44,89.12,2.27,0.27,8.34,1037.24,19.49,89.45,35.16,44.27,16.83,35.32,55.52,26.32,62.12,19.78,42.36,23.51,71.69,42.95,54.33,20.23,40.72,22.51,47.27,28.53
2021-11-23 11:42:00,,,,,,,,,,,,,,,,,,,,,0.01,9.32,3.8,41.32,95.79,3.8,43.01,3.8,89.75,53.37,42.0,76.7,53.26,6.1,0.0,True,False,True,False,True,True,True,,,,,,,89.08,2.29,0.27,8.37,1007.64,19.52,89.45,35.21,44.27,16.83,35.32,55.52,26.32,62.24,19.81,42.22,23.51,71.04,42.77,54.23,20.17,40.74,22.47,47.13,28.57
2021-11-23 11:47:00,,,,,,,,,,,,,,,,,,,,,0.01,9.13,3.8,41.33,95.79,3.74,43.01,3.77,89.76,53.37,42.99,76.7,53.27,5.94,0.0,True,False,True,False,True,True,True,,,,,,,89.17,2.31,0.26,8.26,1020.17,19.57,89.47,35.24,44.29,16.81,35.34,55.54,26.35,62.2,19.78,42.08,23.51,71.0,42.52,53.35,20.17,40.47,22.48,47.35,28.57
